text_id,span_text,label,start_char,end_char
text_1864,Наталочка,PERS,50,59
text_1868,Наталочку,PERS,58,67
text_1872,Кракова,LOC,72,79
text_1873,Наталочка,PERS,89,98
text_1876,Наталочка,PERS,25,34
text_1876,Орися,PERS,83,88
text_1878,Наталочці,PERS,44,53
text_1878,Кий,PERS,148,151
text_1879,Наталочка,PERS,20,29
text_1881,Добрада,PERS,25,32
text_1881,Наталочка,PERS,62,71
text_1881,Боричів Тік,LOC,102,113
text_1882,Кий,PERS,146,149
text_1882,Щек,PERS,152,155
text_1882,Хорив,PERS,158,163
text_1882,Либідь,PERS,167,173
text_1882,Наталочка,PERS,188,197
text_1888,Наталочка,PERS,51,60
text_1890,Київ,LOC,5,9
text_1890,Києва,LOC,57,62
text_1892,Кий,PERS,41,44
text_1894,Почайнинська,LOC,37,49
text_1894,Наталочка,PERS,62,71
text_1895,Боричів узвіз,LOC,8,21
text_1895,Княжу гору,LOC,33,43
text_1896,Наталочка,PERS,40,49
text_1897,Кий,PERS,6,9
text_1899,Кий,PERS,13,16
text_1899,Дніпро,LOC,47,53
text_1899,Дніпром,LOC,111,118
text_1899,Троєщину,LOC,163,171
text_1899,Русанівку,LOC,174,183
text_1899,Дарницю,LOC,186,193
text_1899,Осокорки,LOC,207,215
text_1899,Києве,LOC,227,232
text_1902,Кия,PERS,65,68
text_1905,Наталочка,PERS,45,54
text_1908,Турову божницю,LOC,2,16
text_1908,Перунове капище,LOC,30,45
text_1912,Кий,PERS,28,31
text_1913,Наталочка,PERS,42,51
text_1915,Андріївський узвіз,LOC,37,55
text_1919,Наталочка,PERS,24,33
text_1921,Наталочка,PERS,10,19
text_1925,Під липою,ORG,13,22
text_1926,Щек,PERS,34,37
text_1926,Хорив,PERS,81,86
text_1926,Либеді,PERS,99,105
text_1927,Наталочка,PERS,5,14
text_1927,Орисі,PERS,38,43
text_1930,Орися,PERS,6,11
text_1944,Рік 1943,DATE,39,47
text_1948,Хорол,LOC,93,98
text_1949,Хорол,LOC,28,33
text_1953,Чумацьку вулицю,LOC,74,89
text_1954,Мінною,PERS,27,33
text_1954,Хорола,LOC,48,54
text_1972,поліцаїв,JOB,76,84
text_1973,Німеччину,LOC,33,42
text_1975,вулиці Чумацької,LOC,60,76
text_1976,вулиці Чумацької,LOC,21,37
text_1978,Міля Василівна,PERS,12,26
text_1980,Мілі Василівні,PERS,12,26
text_1994,Роммеля,PERS,51,58
text_1995,Національного олімпійського комітету,ORG,44,80
text_1995,Український,LOC,83,94
text_1995,Олег Верняєв,PERS,103,115
text_1995,Європи,LOC,200,206
text_1995,89.582,MISC,225,231
text_1996,Центрального спортивного клубу Збройних Сил України,ORG,65,116
text_1996,ЗС України,ORG,129,139
text_1996,Олег Верняєв,PERS,140,152
text_1997,України,LOC,20,27
text_1997,2014 року,DATE,28,37
text_1997,Спортивний Оскар,MISC,65,81
text_1997,Всеукраїнської урочистої церемонії « Герої спортивного року »,ORG,92,153
text_1997,Старого Світу,LOC,189,202
text_1997,Монпельє,LOC,218,226
text_1997,Європи,LOC,288,294
text_1998,Національного олімпійського комітету України,ORG,10,54
text_1998,Сергій Бубка,PERS,55,67
text_1998,Олега Верняєва,PERS,83,97
text_1998,Геннадія Сартинського,PERS,127,148
text_1998,Україну,LOC,188,195
text_1998,Планеті,LOC,270,277
text_1998,України,LOC,289,296
text_1998,Державний Прапор,MISC,313,329
text_1999,Сергій Бубка,PERS,21,33
text_1999,Ріо-де-Жанейро-2016,ORG,91,110
text_2002,кілька годин,PERIOD,6,18
text_2007,кілька хвилин тому,PERIOD,43,61
text_2009,чотири місяці,PERIOD,22,35
text_2010,60-х роках,DATE,35,45
text_2012,років,PERIOD,58,63
text_2014,Границі,LOC,39,46
text_2037,Урожі,LOC,58,63
text_2054,Господом,PERS,138,146
text_2057,60-х до початку 90-х років,PERIOD,23,49
text_2069,Сорочинського,PERS,28,41
text_2075,Сорочинського,PERS,73,86
text_2076,Остап,PERS,153,158
text_2077,Остапка,PERS,65,72
text_2078,Вітровію,PERS,58,66
text_2078,Забутого озера,LOC,79,93
text_2091,не одну сотню літ,PERIOD,31,48
text_2098,один день,PERIOD,18,27
text_2106,тисячу літ,PERIOD,35,45
text_2106,зараз,DATE,76,81
text_2116,Заході,LOC,5,11
text_2119,Вчитель,PERS,16,23
text_2121,Учителі,PERS,2,9
text_2121,Учнями,PERS,17,23
text_2132,Птахою,PERS,21,27
text_2136,Птахо,PERS,92,97
text_2138,Стрибе,PERS,16,22
text_2139,Вчитель,PERS,36,43
text_2140,Учитель Посолонь,PERS,55,71
text_2145,служка,JOB,36,42
text_2145,Остап,PERS,43,48
text_2145,Світу Замерзлого Сонця,MISC,58,80
text_2164,Свароже,PERS,88,95
text_2183,Вчитель,PERS,94,101
text_2185,Вчитель,PERS,12,19
text_2201,Сварожого,PERS,8,17
text_2204,початку 1928 р .,DATE,18,34
text_2204,січень-лютий,PERIOD,63,75
text_2204,70 млн пудів,QUANT,106,118
text_2205,1928-1929 pp .,PERIOD,19,33
text_2212,грудні 1927 р .,DATE,64,79
text_2212,ВКП ( б ),ORG,93,102
text_2212,1929 р .,DATE,109,117
text_2215,першого півріччя 1930 р .,PERIOD,9,34
text_2215,Україні,LOC,37,44
text_2216,"Херсонському , Вінницькому , Чернігівському , Одеському та ін . округах",LOC,2,73
text_2217,Наприкінці 20-х - на початку 30-х років,DATE,111,150
text_2217,Україні,LOC,153,160
text_2217,"41,8 %",PCT,209,215
text_2217,"62,3 %",PCT,230,236
text_2217,74 %,PCT,250,254
text_2222,навесні 1930 p .,DATE,27,43
text_2225,України,LOC,76,83
text_2226,Україні,LOC,17,24
text_2232,січня 1930 р .,DATE,46,60
text_2233,76 %,PCT,13,17
text_2233,УСРР,LOC,26,30
text_2233,України,LOC,76,83
text_2233,Восени 1930 р .,DATE,86,101
text_2235,Україні,LOC,2,9
text_2235,Північ,LOC,86,92
text_2235,Сибіру,LOC,98,104
text_2237,початку 30-х років,DATE,3,21
text_2238,березні 1930 р .,DATE,2,18
text_2238,Й . Сталін,PERS,19,29
text_2238,Запаморочення від успіхів,ART,51,76
text_2239,ЦК ВКП ( б ),ORG,46,58
text_2239,Про боротьбу з викривленнями партійної лінії у колгоспному русі,DOC,61,124
text_2241,Приблизний статут сільськогосподарської артілі,ART,27,73
text_2244,три місяці,PERIOD,3,13
text_2244,Україні,LOC,54,61
text_2246,вересні 1930 р .,DATE,2,18
text_2249,1932 р .,DATE,2,10
text_2249,УСРР,LOC,13,17
text_2249,70 %,PCT,39,43
text_2256,250 мл,QUANT,48,54
text_2268,хіміки,JOB,136,142
text_2268,А . Кекуле,PERS,143,153
text_2268,А . Кольбе,PERS,156,166
text_2268,хімік,JOB,190,195
text_2268,А . Купер,PERS,196,205
text_2269,1857 р .,DATE,2,10
text_2269,А . Купер,PERS,128,137
text_2270,1858 — 1861 рр,PERIOD,36,50
text_2270,А . Кекуле,PERS,53,63
text_2270,А . Купер,PERS,66,75
text_2270,О . М . Бутлеров,PERS,78,94
text_2282,О . М . Бутлеров,PERS,109,125
text_2283,хіміка,JOB,88,94
text_2283,Я . Вант-Гоффа,PERS,95,109
text_2283,хіміка,JOB,125,131
text_2283,Ж . - А . Ле Беля,PERS,132,149
text_2285,1874 р .,DATE,2,10
text_2286,учених,JOB,69,75
text_2286,С . М . Реформатського,PERS,78,100
text_2286,В . П . Яворського,PERS,103,121
text_2286,І . Я . Горбачевського,PERS,124,146
text_2286,О . В . Богатського,PERS,149,168
text_2286,І . К . Мацуревича,PERS,171,189
text_2286,А . І . Кіпріанова,PERS,192,210
text_2291,в середині XIX ст,DATE,9,26
text_2291,О . М . Бутлеров,PERS,73,89
text_2296,"-23,7 ° С",QUANT,83,92
text_2297,"+78,3 ° С",QUANT,40,49
text_2301,1823 р .,DATE,25,33
text_2301,хімік,JOB,44,49
text_2301,Ю . Лібіх,PERS,50,59
text_2312,Дяк,PERS,77,80
text_2312,Сомовим,PERS,84,91
text_2312,Анісімов,PERS,134,142
text_2312,Андрій,PERS,212,218
text_2312,Андрій,PERS,314,320
text_2313,Судак,LOC,2,7
text_2314,Одесу,LOC,6,11
text_2315,Андрій,PERS,11,17
text_2317,Андрій,PERS,13,19
text_2318,Андрієве,PERS,116,124
text_2319,Андрій,PERS,18,24
text_2320,Андрій,PERS,178,184
text_2324,Андрій,PERS,42,48
text_2325,Андрію,PERS,33,39
text_2326,Андрієвих,PERS,24,33
text_2328,Андрієм,PERS,43,50
text_2330,Андрій,PERS,14,20
text_2332,Андрій,PERS,20,26
text_2335,Андрія,PERS,36,42
text_2336,Андрія,PERS,13,19
text_2340,Андрій,PERS,17,23
text_2342,Анісімов,PERS,22,30
text_2343,Дитятків,LOC,79,87
text_2346,Ваню,PERS,17,21
text_2346,Анісімова,PERS,65,74
text_2349,Сомов,PERS,29,34
text_2350,Бойко,PERS,18,23
text_2350,Дяченко,PERS,26,33
text_2350,Бойко,PERS,36,41
text_2352,Дяченко,PERS,60,67
text_2353,Дяк,PERS,2,5
text_2353,Анісімов,PERS,43,51
text_2357,Анісімова,PERS,37,46
text_2359,Ваню,PERS,9,13
text_2362,Корогод,LOC,55,62
text_2362,Роз’їжджі Гори,LOC,73,87
text_2369,Кілометрів зо три,QUANT,98,115
text_2375,Михайлов,PERS,41,49
text_2376,Анісімов,PERS,62,70
text_2379,Андрій,PERS,40,46
text_2384,Андріїв,PERS,54,61
text_2384,Анісімов,PERS,69,77
text_2385,Карелії,LOC,30,37
text_2388,Анісімов,PERS,39,47
text_2389,Бойко,PERS,48,53
text_2389,Андрій,PERS,68,74
text_2390,минулого тисячоліття,DATE,65,85
text_2393,Інтернету,MISC,90,99
text_2393,Web,MISC,252,255
text_2394,другій половині 90-х рр . минулого століття,DATE,79,122
text_2395,Україні,LOC,2,9
text_2397,Інтернет-асоціації України,ORG,17,43
text_2397,InMind,ORG,70,76
text_2397,2012 р .,DATE,89,97
text_2397,59 %,PCT,117,121
text_2397,31 %,PCT,191,195
text_2397,України,LOC,206,213
text_2398,першому кварталі 2012 р .,DATE,2,27
text_2398,21 %,PCT,92,96
text_2398,"з 13,9 % на початку 2011 р . до 16,9 % на початку 2012 р .",PERIOD,99,157
text_2399,Інтернету,MISC,33,42
text_2399,17 %,PCT,83,87
text_2399,2011 р .,DATE,90,98
text_2399,23 %,PCT,102,106
text_2399,початку 2012 р .,DATE,110,126
text_2400,Інтернету,MISC,10,19
text_2400,48 %,PCT,24,28
text_2400,України,LOC,39,46
text_2401,Інтернету,MISC,147,156
text_2404,Державним агентством з інвестицій,ORG,26,59
text_2404,Управлінням національними проектами,ORG,63,98
text_2404,Національний проект « Відкритий світ »,ORG,99,137
text_2404,навесні 2011 р,DATE,218,232
text_2408,М . Мід,PERS,410,417
text_2409,Інтернеті,MISC,178,187
text_2413,2010 р .,DATE,85,93
text_2413,Лондоні,LOC,96,103
text_2413,Перший Всесвітній конгрес електронного читання,ORG,113,159
text_2414,середини 90-х рр . минулого століття,DATE,113,149
text_2417,Е . Т . Дресанґ,PERS,70,85
text_2418,1990-х рр .,DATE,12,23
text_2419,Україні,LOC,28,35
text_2421,Майкрософт Україна,ORG,18,36
text_2421,Коаліцію за безпеку дітей в інтернеті,ORG,53,90
text_2421,Безпечна веб-країна,MISC,130,149
text_2421,Київстар,ORG,186,194
text_2421,2009 р .,DATE,197,205
text_2421,Знання та ставлення українців до питання безпеки дітей в Інтернеті,ORG,274,340
text_2421,Діти в Інтернеті : як навчити безпеці у віртуальному світі,ART,388,446
text_2421,Інституту психології ім . С . Костюка Національної АПН України,ORG,470,532
text_2422,ЗМІ,MISC,50,53
text_2423,Інтернетом,MISC,83,93
text_2424,90-х,PERIOD,113,117
text_2424,Іван Сподаренко,PERS,118,133
text_2424,Спілку журналістів України,ORG,143,169
text_2424,Народний депутат,JOB,172,188
text_2427,23 січня 1931 року,DATE,14,32
text_2428,у жовтні,DATE,6,14
text_2430,Рівному,LOC,15,22
text_2430,Луцьку,LOC,25,31
text_2430,Полтаві,LOC,34,41
text_2430,Києві,LOC,46,51
text_2432,Івану Васильовичу,PERS,5,22
text_2433,Рівне,LOC,21,26
text_2433,1957-му,DATE,29,36
text_2433,Київського державного університету імені Тараса Шевченка,ORG,80,136
text_2434,Київського університету,ORG,29,52
text_2434,редакції рівненської обласної газети,ORG,66,102
text_2434,Червоний прапор,ART,105,120
text_2434,три роки,PERIOD,127,135
text_2435,Іван,PERS,46,50
text_2436,журналістів,JOB,41,52
text_2438,Іван,PERS,22,26
text_2438,Стольне,LOC,41,48
text_2438,Менського району,LOC,49,65
text_2438,Чернігівщині,LOC,69,81
text_2439,хліборобів,JOB,109,119
text_2440,журналіста,JOB,9,19
text_2440,редактори,JOB,78,87
text_2440,Червоного прапора,ART,161,178
text_2443,журналіста,JOB,45,55
text_2444,хліборобів,JOB,82,92
text_2444,Полісся,LOC,93,100
text_2446,журналіста,JOB,183,193
text_2446,Колодязь коло моєї хати,MISC,213,236
text_2446,Таємниця,MISC,243,251
text_2446,Іван Аринін,PERS,297,308
text_2447,Івана Сподаренка,PERS,13,29
text_2449,журналісти,JOB,8,18
text_2449,Червоного прапора,ART,21,38
text_2449,Івана Сподаренка,PERS,66,82
text_2492,отаман,JOB,10,16
text_2514,Параску,PERS,32,39
text_2518,Мілька,PERS,21,27
text_2519,Адама,PERS,18,23
text_2519,Мікеланджело,PERS,33,45
text_2520,Міліціонер,JOB,38,48
text_2520,Біломор,ART,86,93
text_2521,Мількові,PERS,6,14
text_2524,Янку,PERS,8,12
text_2526,міліціонер,JOB,36,46
text_2530,Янка,PERS,6,10
text_2531,міліціонер,JOB,32,42
text_2534,міліціонер,JOB,33,43
text_2541,міліціонер,JOB,3,13
text_2553,10 хвилин,PERIOD,194,203
text_2555,10 хвилин,PERIOD,52,61
text_2560,10-15 хвилин,PERIOD,54,66
text_2565,15 хвилин,PERIOD,23,32
text_2567,15 хвилин,PERIOD,57,66
text_2567,10 хвилин,PERIOD,100,109
text_2568,20 хвилин,PERIOD,76,85
text_2569,15-хв илинні,PERIOD,41,53
text_2573,5-хв илинний,PERIOD,28,40
text_2578,10-15 хвилин,PERIOD,27,39
text_2580,Потап,PERS,92,97
text_2582,Новий рік,MISC,10,19
text_2582,багато років,PERIOD,88,100
text_2582,Діда Мороза,PERS,122,133
text_2583,Денис,PERS,29,34
text_2590,Потап,PERS,42,47
text_2592,Тореодори з Васюківки,ART,59,80
text_2594,Потапом,PERS,17,24
text_2599,три роки,PERIOD,30,38
text_2600,Потап,PERS,25,30
text_2602,Потап,PERS,50,55
text_2611,Денис,PERS,9,14
text_2611,два тижні,PERIOD,32,41
text_2613,Потапенко,PERS,39,48
text_2613,другий день,DATE,56,67
text_2614,Денис,PERS,10,15
text_2614,Матвія,PERS,65,71
text_2614,Потап,PERS,74,79
text_2616,Денис,PERS,20,25
text_2616,Закону « Про реформування державних і комунальних друкованих засобів масової інформації »,MISC,182,271
text_2617,Житомирщина,ORG,72,83
text_2617,24 грудня,DATE,164,173
text_2617,Верховна Рада,ORG,211,224
text_2617,Закон про реформування преси,DOC,256,284
text_2618,Житомирщина,ORG,130,141
text_2619,Житомирщина,ORG,91,102
text_2621,Житомирщина,ORG,57,68
text_2621,Житомирщина,ORG,92,103
text_2622,16 березня 2016 року,DATE,58,78
text_2623,Закону України « Про місцеві державні адміністрації »,DOC,23,76
text_2623,Закону України « Про реформування державних і комунальних друкованих засобів масової інформації »,DOC,93,190
text_2623,Закону України « Про друковані засоби масової інформації ( пресу ) в Україні »,DOC,217,295
text_2623,Житомирщина,ORG,359,370
text_2625,Житомирщина,ORG,72,83
text_2625,Житомирщина,ORG,107,118
text_2625,Житомирщина,ORG,429,440
text_2627,Державного комітету телебачення і радіомовлення України,ORG,106,161
text_2627,Міністерства юстиції України,ORG,164,192
text_2627,Житомирщина,ORG,233,244
text_2627,Житомирщина,ORG,323,334
text_2627,Житомирщина,ORG,358,369
text_2630,Житомирщина,ORG,220,231
text_2630,Закону України « Про реформування державних і комунальних друкованих засобів масової Інформації »,MISC,276,373
text_2630,України,LOC,408,415
text_2631,Житомирщина,ORG,42,53
text_2631,Житомирщина,ORG,147,158
text_2633,Житомирщина,ORG,64,75
text_2633,Павлову Г . Л .,PERS,78,93
text_2634,"43,3 %",PCT,67,73
text_2634,Житомирщина,ORG,152,163
text_2635,1 січня 2017 року,DATE,145,162
text_2635,України,LOC,259,266
text_2636,Єдиного державного реєстру,ORG,46,72
text_2636,Законом України « Про друковані засоби масової інформації ( пресу ) в Україні »,MISC,213,292
text_2638,Лагуту Я . М .,PERS,106,120
text_2638,С . О . МАШКОВСЬКИЙ .,PERS,142,163
text_2638,Житомирщина,ORG,214,225
text_2639,24 грудня 2015 року,DATE,49,68
text_2640,Закону України « Про місцеве самоврядування в Україні »,DOC,49,104
text_2640,Закону України « Про друковані засоби масової інформації ( пресу ) в Україні »,DOC,107,185
text_2640,Житомирщина,ORG,214,225
text_2640,Установчого договору,DOC,230,250
text_2640,Житомирщина,ORG,374,385
text_2640,Житомирська обласна державна адміністрація,ORG,410,452
text_2640,Житомирщина,ORG,507,518
text_2640,18.12.15,DATE,624,632
text_2643,Житомирщина,ORG,50,61
text_2645,Житомирщина,ORG,153,164
text_2647,Житомирщина,ORG,139,150
text_2649,Житомирщина,ORG,78,89
text_2649,Житомирської обласної ради,ORG,156,182
text_2652,А . В . ЛАБУНСЬКА,PERS,21,38
text_2653,Граматичний словник української літературної мови ( словозміна ),ART,2,66
text_2656,Словнику,ART,16,24
text_2657,Граматичного словника,ART,10,31
text_2657,співробітників,JOB,62,76
text_2657,інституту мовознавства ім . О . О . Потебні,ORG,121,164
text_2658,Статистичні параметри стилів,ART,73,101
text_2658,Морфемна структура слова,ART,108,132
text_2658,Структурна граматика української мови . Проспект,ART,139,187
text_2658,Частотний словник сучасної української художньої прози,ART,194,248
text_2658,Закономірності структурної організації науково-реферативного тексту,ART,255,322
text_2658,Морфологічний аналіз наукового тексту на ЕОМ,ART,329,373
text_2658,Синтаксичний аналіз наукового тексту на ЕОМ,ART,380,423
text_2658,Використання ЕОМ у лінгвістичних дослідженнях,ART,430,475
text_2658,В . І . Перебийніс,PERS,496,514
text_2658,М . М . Пещак,PERS,517,530
text_2658,М . П . Муравицької,PERS,533,552
text_2658,Т . О . Грязнухіної,PERS,555,574
text_2658,Н . П . Дарчук,PERS,577,591
text_2658,Н . Ф . Клименко,PERS,594,610
text_2658,Л . І . Комарової,PERS,613,630
text_2658,В . І . Критської,PERS,633,650
text_2658,Т . К . Пуздирєвої,PERS,653,671
text_2658,Л . В . Орлової,PERS,674,689
text_2658,Л . А . Алексієнко,PERS,692,710
text_2658,Т . І . Недозим,PERS,713,728
text_2659,1997 році,DATE,62,71
text_2659,РУТА,ART,124,128
text_2660,ПЛАЙ,ART,97,101
text_2660,WINDOWS,ART,159,166
text_2661,Словника,ART,7,15
text_2662,Орфографічного словника української мови,ART,28,68
text_2662,Довіра,ORG,83,89
text_2662,1999 р .,DATE,92,100
text_2662,Словником,ART,165,174
text_2665,Словник,ART,2,9
text_2669,Додатку 1,MISC,2,11
text_2670,Словнику,ART,75,83
text_2670,Додаток 2,MISC,88,97
text_2671,Додатку 3,MISC,2,11
text_2671,Словник,MISC,68,75
text_2671,Відділу структурно-математичної лінгвістики,ORG,102,145
text_2671,Інституту мовознавства ім . О . О . Потебні НАН України,ORG,146,201
text_2671,2011 р .,DATE,206,214
text_2671,Відділ структурно-математичної лінгвістики,ORG,217,259
text_2671,Інституту української мови НАН України,ORG,260,298
text_2671,В . І . Критської,PERS,330,347
text_2671,Л . В . Орлової,PERS,392,407
text_2671,мол . наук . співробітника,JOB,410,436
text_2671,Т . К . Пуздирєвої,PERS,437,455
text_2671,Ю . В . Романюк,PERS,478,493
text_2671,програміста,JOB,496,507
text_2671,Т . І . Недозим,PERS,508,523
text_2672,редактор,JOB,15,23
text_2672,НАН України,ORG,66,77
text_2672,Н . Ф . Клименко,PERS,78,94
text_2672,Словник,ART,97,104
text_2674,Словника,ART,10,18
text_2675,Київ-1,LOC,58,64
text_2675,"вул . Грушевського , 4",LOC,67,89
text_2675,Інститут української мови НАН України,ORG,92,129
text_2675,Відділ структурно-математичної лінгвістики,ORG,132,174
text_2675,grslovnyk@i.ua,MISC,191,205
text_2706,пекар,JOB,320,325
text_2707,Словнику,ART,43,51
text_2712,Додатку 2,MISC,26,35
text_2712,Словника,ART,39,47
text_2721,Додаток 1,MISC,125,134
text_2729,Ілія,PERS,102,106
text_2734,Ілія,PERS,8,12
text_2737,Ілія,PERS,10,14
text_2740,Іспанія,LOC,6,13
text_2741,Андалусія,LOC,39,48
text_2741,Андалусія,LOC,51,60
text_2742,Ілія,PERS,59,63
text_2742,Андалусія,LOC,90,99
text_2742,Андалусія,LOC,102,111
text_2743,Алхіміка,ART,148,156
text_2751,Андалусії,LOC,70,79
text_2764,Ілії,PERS,52,56
text_2765,Алхіміка,ART,61,69
text_2767,Ілія,PERS,19,23
text_2783,Ілії,PERS,50,54
text_2789,Ілія,PERS,27,31
text_2795,Іліє,PERS,27,31
text_2797,Ілія,PERS,99,103
text_2802,Ілія,PERS,14,18
text_2808,Горе,PERS,2,6
text_2814,Ілія,PERS,21,25
text_2821,Горе,PERS,23,27
text_2825,Ілія,PERS,19,23
text_2827,Ілії,PERS,43,47
text_2828,Ілії,PERS,82,86
text_2833,Ілії,PERS,66,70
text_2837,Франції,LOC,12,19
text_2844,Ілія,PERS,19,23
text_2844,Горем,PERS,41,46
text_2847,Ілія,PERS,110,114
text_2847,Горе,PERS,133,137
text_2849,Горе,PERS,143,147
text_2849,Ілія,PERS,186,190
text_2850,Горе,PERS,2,6
text_2859,Горе,PERS,33,37
text_2859,Ілія,PERS,46,50
text_2863,Горе,PERS,64,68
text_2863,Ілії,PERS,93,97
text_2864,Ілія,PERS,51,55
text_2864,вісім годин,PERIOD,114,125
text_2869,кілька годин,PERIOD,3,15
text_2876,Януша,PERS,54,59
text_2877,Януш,PERS,48,52
text_2877,Хелм,LOC,75,79
text_2877,кілька місяців тому,DATE,84,103
text_2877,Фейсбуці,ART,120,128
text_2881,Франції,LOC,8,15
text_2881,Польщі,LOC,28,34
text_2882,Ілія,PERS,48,52
text_2884,Януша,PERS,5,10
text_2884,Хелм,LOC,13,17
text_2884,кілька днів,PERIOD,49,60
text_2887,Ілія,PERS,38,42
text_2889,Ілія,PERS,73,77
text_2891,Ілія,PERS,65,69
text_2894,Ілія,PERS,65,69
text_2895,завтра,DATE,26,32
text_2902,Хелм,LOC,68,72
text_2902,Ілія,PERS,91,95
text_2904,годину,PERIOD,20,26
text_2905,півгодини,PERIOD,3,12
text_2905,Ілія,PERS,51,55
text_2908,Горе,PERS,23,27
text_2909,Ілія,PERS,8,12
text_2910,Янушу,PERS,48,53
text_2910,Ілія,PERS,87,91
text_2912,газетярів,JOB,77,86
text_2917,підприємець,JOB,6,17
text_2918,Одеській області,LOC,54,70
text_2919,журналісти,JOB,60,70
text_2928,журналісти,JOB,14,24
text_2932,чиновників,JOB,51,61
text_2933,ЗМІ,MISC,34,37
text_2934,журналістам,JOB,11,22
text_2934,Україні,LOC,118,125
text_2937,Хлібороб,ART,2,10
text_2937,150 тисяч гривень,MON,80,97
text_2937,60 тисяч,MON,122,130
text_2942,Законі про роздержавлення,DOC,9,34
text_2944,підприємців,JOB,31,42
text_2950,журналісти,JOB,53,63
text_2950,Чиновник,JOB,66,74
text_2952,Юрій Федорчук,PERS,19,32
text_2955,голови,JOB,82,88
text_2956,Матвійчука,PERS,73,83
text_2956,Януковича,PERS,87,96
text_2958,Матвійчука,PERS,13,23
text_2958,редактора,JOB,33,42
text_2958,Ананьївської районки,ORG,43,63
text_2958,журналіста,JOB,83,93
text_2958,Миколу Северина,PERS,94,109
text_2958,Голова,JOB,186,192
text_2985,Доля,PERS,38,42
text_2986,Долі,PERS,50,54
text_2987,Мавки,PERS,105,110
text_2990,Долю,PERS,86,90
text_2992,Долю,PERS,24,28
text_2994,Долі,PERS,23,27
text_2998,Доля,PERS,11,15
text_3002,Долі,PERS,11,15
text_3003,Доля,PERS,17,21
text_3004,Доля,PERS,4,8
text_3004,Доля,PERS,17,21
text_3005,Смерть,PERS,95,101
text_3009,Доля,PERS,37,41
text_3011,Доля,PERS,70,74
text_3011,Смерть,PERS,88,94
text_3027,Долю,PERS,31,35
text_3030,Доля,PERS,10,14
text_3036,Макара,PERS,90,96
text_3036,Саня Макаров,PERS,121,133
text_3043,Механік,JOB,32,39
text_3048,медсестру,JOB,16,25
text_3051,Богу,PERS,8,12
text_3053,Макар,PERS,36,41
text_3059,Механік,JOB,37,44
text_3064,лікар,JOB,9,14
text_3071,Механік,JOB,11,18
text_3072,доктор,JOB,31,37
text_3072,Макар,PERS,40,45
text_3073,механік,JOB,21,28
text_3076,Новаковські,PERS,53,64
text_3077,Нані,PERS,6,10
text_3079,Нані,PERS,117,121
text_3080,Макар,PERS,48,53
text_3081,Саша,PERS,2,6
text_3081,Нані,PERS,48,52
text_3089,Нані,PERS,34,38
text_3090,механіка,JOB,22,30
text_3090,Макар,PERS,50,55
text_3094,Макар,PERS,10,15
text_3094,Наниних,PERS,50,57
text_3098,механіка,JOB,13,21
text_3098,Нані,PERS,93,97
text_3099,Макар,PERS,21,26
text_3099,Нані,PERS,58,62
text_3099,Суддею,JOB,160,166
text_3099,Ярослав Михайлович Новаковський,PERS,172,203
text_3101,Нані,PERS,2,6
text_3102,Олександра,PERS,12,22
text_3103,Божий,PERS,80,85
text_3104,Господь,PERS,5,12
text_3104,Содом,LOC,65,70
text_3104,Гоморру,LOC,73,80
text_3104,Ноя,PERS,117,120
text_3105,Господь,PERS,43,50
text_3106,Божий,PERS,29,34
text_3107,Син,PERS,64,67
text_3107,Батько,PERS,79,85
text_3107,Євангелії,ART,102,111
text_3107,Матвія,PERS,116,122
text_3109,Біблії,ART,31,37
text_3110,33-го,DATE,35,40
text_3110,Христос,PERS,54,61
text_3111,666-го,DATE,8,14
text_3112,999-му,DATE,32,38
text_3112,1000-му,DATE,113,120
text_3112,2000-му,DATE,124,131
text_3115,Вільямові Міллеру,PERS,103,120
text_3116,Даниїла,PERS,189,196
text_3117,3 квітня 1843 року,DATE,16,34
text_3118,Міллер,PERS,25,31
text_3120,Міллер,PERS,5,11
text_3120,7 липня,DATE,36,43
text_3121,21 березня наступного року,DATE,11,37
text_3121,22 жовтня,DATE,40,49
text_3122,Христа,PERS,83,89
text_3123,Міллер,PERS,57,63
text_3123,1 листопада 1900 року,DATE,90,111
text_3123,Російській імперії,LOC,139,157
text_3124,Червона смерть,ORG,26,40
text_3124,Архангельська,LOC,69,82
text_3127,1 листопада 1900 року,DATE,40,61
text_3128,Богу,PERS,85,89
text_3130,21 вересня 1945-го,DATE,20,38
text_3130,Землі,LOC,68,73
text_3131,священик,JOB,36,44
text_3131,Чарльз Лонг,PERS,45,56
text_3132,5.33,TIME,59,63
text_3133,Землю,LOC,84,89
text_3135,14 липня 1960 року,DATE,70,88
text_3135,Еліо Бланко,PERS,113,124
text_3136,Монблан,LOC,104,111
text_3136,міліціонера,JOB,154,165
text_3137,Ігор Волков,PERS,8,19
text_3137,Ігоря Вовка,PERS,47,58
text_3139,Солікамську,LOC,26,37
text_3139,Ігоря,PERS,48,53
text_3140,Вовка – Волкова,PERS,52,67
text_3142,Ігор,PERS,71,75
text_3142,Глухої Вільви,PERS,266,279
text_3143,Ігор,PERS,118,122
text_3149,Ігор,PERS,85,89
text_3153,міліціонер,JOB,24,34
text_3155,Вовка,PERS,85,90
text_3155,Ігоря,PERS,159,164
text_3156,Солікамську,LOC,14,25
text_3156,Ігоря,PERS,54,59
text_3158,Ігор,PERS,4,8
